frequency,audio_amplitude,radio_amplitude,combined_amplitude,amplitude_ratio
0.3333333333333333,3.1142982709473555,55.26641615635249,58.38071442729985,0.05635064633351277
10121.345367870123,8.525822985454287,55.26641615635249,63.792239141806775,0.15426770140720084
20242.35740240691,15.149216527864013,55.26641615635249,70.4156326842165,0.27411251862262676
30363.369436943696,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
40484.38147148049,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
50605.39350601728,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
60726.405540554064,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
70847.41757509085,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
80968.42960962764,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
91089.44164416443,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
101210.45367870122,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
111331.46571323801,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
121452.47774777478,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
131573.4897823116,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
141694.50181684838,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
151815.51385138519,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
161936.52588592196,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
172057.53792045874,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
182178.54995499554,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
192299.56198953232,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
202420.57402406912,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
212541.5860586059,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
222662.5980931427,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
232783.61012767948,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
242904.62216221626,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
253025.63419675306,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
263146.64623128984,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
273267.6582658266,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
283388.6703003634,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
293509.6823349002,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
303630.694369437,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
313751.70640397375,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
323872.71843851055,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
333993.73047304736,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
344114.7425075841,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
354235.7545421209,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
364356.7665766577,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
374477.7786111945,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
384598.79064573126,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
394719.80268026807,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
404840.8147148049,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
414961.8267493416,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
425082.8387838784,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
435203.85081841523,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
445324.86285295204,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
455445.8748874888,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
465566.8869220256,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
475687.8989565624,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
485808.91099109914,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
495929.92302563594,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
506050.93506017275,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
516171.94709470955,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
526292.9591292464,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
536413.9711637832,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
546534.9831983199,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
556655.9952328567,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
566777.0072673935,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
576898.0193019303,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
587019.0313364671,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
597140.0433710039,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
607261.0554055407,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
617382.0674400774,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
627503.0794746142,18.148724008263738,55.26641615635249,73.41514016461623,0.328386120730531
